Fp2-Cz,Fp1-Cz,F8-Cz,F7-Cz,F4-Cz,F3-Cz,A2-Cz,A1-Cz,T4-Cz,T3-Cz,C4-Cz,C3-Cz,T6-Cz,T5-Cz,P4-Cz,P3-Cz,O2-Cz,O1-Cz,Fz-Cz,Cz-Cz,Pz-Cz
-10.55,1.62,4.51,-9.72,-0.12,-1.33,14.93,3.41,13.82,1.66,4.22,-0.42,4.52,3.04,2.98,-0.94,-0.52,1.02,-0.92,0.00,-1.63
-9.33,3.57,5.61,-8.86,0.78,-0.75,14.67,6.86,14.17,3.12,4.51,0.24,4.63,4.41,2.84,-0.45,-0.40,1.81,0.68,0.00,-1.49
-6.08,5.48,7.26,-6.93,2.00,0.98,12.75,12.15,13.75,4.72,5.05,1.49,4.98,4.94,3.39,0.09,-0.86,1.59,2.02,0.00,-1.07
-3.71,6.77,8.20,-4.99,2.68,2.52,9.89,16.34,12.62,6.29,4.78,2.87,3.25,5.81,2.98,0.61,-2.52,0.80,2.26,0.00,-1.10
-2.82,8.61,8.78,-3.13,2.40,3.36,8.55,17.87,12.15,7.18,4.64,3.40,1.41,6.16,2.65,0.87,-3.69,-0.23,2.31,0.00,-1.52
-2.27,10.67,9.49,-1.25,2.35,3.92,10.19,15.90,13.33,7.02,5.31,3.88,2.23,5.66,3.40,1.03,-2.86,-1.17,2.75,0.00,-1.59
-2.42,10.59,10.34,2.06,2.25,4.93,12.27,15.27,14.13,7.77,5.58,4.93,3.30,6.64,3.75,1.36,-1.71,-0.93,2.72,0.00,-1.64
-3.12,8.99,11.02,3.59,2.01,4.77,13.55,12.19,14.70,7.82,5.77,5.00,4.10,6.07,3.51,0.87,-1.24,-1.40,2.00,0.00,-2.16
-3.44,8.61,11.61,0.65,1.80,3.73,13.76,8.18,15.43,6.85,5.81,4.13,5.16,5.35,3.91,0.23,-0.66,-1.54,0.89,0.00,-2.24
-4.16,8.76,11.47,-1.63,1.14,3.61,13.75,9.43,15.71,6.94,6.01,4.26,6.12,6.74,4.92,1.09,0.70,0.27,-0.26,0.00,-1.62
-5.46,8.80,10.88,-2.32,0.41,3.84,13.10,12.27,15.25,6.94,6.16,4.31,6.34,7.94,5.75,1.68,1.94,1.70,-0.41,0.00,-0.45
-6.42,8.41,10.22,-3.35,-0.44,3.63,13.34,11.99,14.32,6.75,5.81,3.98,7.60,7.65,6.48,1.82,2.92,2.51,-0.65,0.00,0.23
-6.54,8.34,8.66,-3.42,-0.66,4.16,9.60,11.43,11.53,7.14,4.57,4.47,5.45,7.98,5.65,2.51,1.65,3.00,-0.22,0.00,0.29
-5.96,7.32,7.85,-3.12,-0.39,3.83,6.76,6.94,9.59,6.19,3.66,4.42,2.97,6.04,4.35,2.36,0.16,1.65,-0.15,0.00,-0.16
-5.80,5.77,7.64,-2.44,-0.41,3.07,6.61,2.88,9.02,5.80,3.72,4.40,2.87,4.79,4.22,2.12,0.64,1.67,-0.20,0.00,-0.03
-4.71,5.26,8.25,-2.13,-0.20,2.54,6.93,2.43,9.09,6.17,4.10,4.64,3.91,5.20,4.33,2.01,1.42,2.42,0.30,0.00,0.06
-3.54,4.79,8.49,-2.59,-0.32,2.41,6.22,4.44,8.48,6.89,4.02,4.88,4.30,6.66,4.24,2.05,1.46,3.64,0.37,0.00,0.01
-4.49,2.98,6.64,-3.86,-1.35,1.97,4.94,8.84,6.63,7.55,3.31,4.77,4.03,8.69,4.26,2.83,2.03,5.92,-0.74,0.00,-0.00
-7.16,1.05,4.74,-5.45,-2.65,1.52,4.41,10.46,4.86,7.52,2.98,4.40,4.36,9.14,4.43,3.31,3.53,6.61,-1.77,0.00,-0.17
-10.17,0.51,3.88,-6.67,-2.82,0.76,5.63,7.97,4.81,7.14,3.63,4.35,5.90,8.31,5.35,3.56,5.43,6.81,-2.51,0.00,0.53
-12.79,0.06,2.89,-8.38,-2.86,-0.25,7.44,4.25,5.21,5.83,4.47,4.31,7.35,6.70,5.46,2.81,6.31,7.02,-4.03,0.00,1.60
-14.95,-1.14,1.44,-10.97,-3.66,-1.56,8.18,3.87,4.95,4.66,4.58,3.95,7.98,6.41,5.25,2.74,5.90,7.81,-5.42,0.00,2.29
-15.98,-2.63,0.44,-12.52,-4.36,-2.45,9.11,3.50,4.90,3.06,4.47,3.04,8.53,5.82,5.27,2.60,6.13,8.18,-6.51,0.00,2.34
-18.15,-4.55,-1.13,-13.03,-5.63,-3.49,11.07,1.23,5.13,1.16,4.23,1.47,8.56,4.03,5.16,1.88,6.61,7.36,-7.35,0.00,1.68
-20.61,-5.69,-2.23,-14.88,-6.47,-5.13,13.68,-2.18,5.92,-0.86,3.43,-0.25,8.59,1.86,4.94,0.99,6.65,6.04,-7.98,0.00,0.80
-21.82,-6.97,-2.33,-16.91,-6.48,-6.41,14.72,-5.31,6.86,-2.97,3.48,-1.30,8.27,0.15,5.04,0.49,6.44,5.42,-8.50,0.00,0.33
-21.71,-8.26,-3.29,-16.93,-6.58,-6.46,12.89,-7.57,6.26,-3.77,4.03,-1.33,6.99,-0.29,5.17,0.38,5.46,5.56,-8.68,0.00,0.16
-21.67,-9.00,-3.99,-15.42,-6.49,-5.74,12.52,-8.36,5.77,-3.88,4.76,-0.90,6.84,-0.34,5.59,0.53,5.07,6.15,-9.09,0.00,0.01
-21.95,-10.05,-4.21,-17.86,-6.73,-6.75,13.11,-6.70,5.35,-4.45,5.00,-1.38,7.94,0.11,6.68,0.98,5.77,6.93,-9.78,0.00,0.26
-21.88,-9.75,-5.09,-19.02,-6.85,-7.43,10.22,-3.93,3.65,-4.80,3.97,-1.79,6.37,0.60,6.58,0.71,5.41,6.95,-9.99,0.00,0.29
-21.68,-8.29,-7.23,-17.44,-7.53,-7.19,4.03,1.31,-0.09,-2.97,2.00,-0.87,2.88,1.81,5.11,1.23,4.34,7.20,-9.41,0.00,0.21
-22.91,-8.75,-9.56,-17.72,-8.03,-7.85,-3.20,6.79,-4.16,-1.47,0.16,-0.92,-0.89,2.97,3.70,1.62,3.47,7.56,-9.35,0.00,-0.20
-24.18,-9.92,-10.05,-18.84,-7.86,-8.47,-8.43,10.89,-6.13,-1.40,-0.73,-1.42,-2.89,3.56,3.13,1.82,3.66,8.97,-9.31,0.00,-0.08
-23.99,-10.44,-9.61,-19.80,-7.48,-8.77,-11.87,13.19,-6.76,-2.37,-0.94,-1.73,-4.46,2.89,2.44,0.87,2.57,8.29,-8.75,0.00,-0.19
-23.15,-10.93,-9.86,-20.80,-7.34,-8.74,-11.69,12.11,-5.68,-3.83,-1.06,-1.94,-4.29,2.01,2.45,0.24,2.13,7.79,-8.80,0.00,-0.39
-21.26,-10.40,-9.65,-20.71,-7.06,-7.84,-10.91,7.39,-4.88,-4.77,-1.07,-1.87,-4.03,1.12,2.57,-0.05,1.94,7.72,-8.47,0.00,-0.56
-19.47,-8.89,-9.75,-19.89,-6.57,-6.71,-8.61,1.63,-3.22,-5.35,-0.05,-1.52,-2.44,0.86,3.55,0.25,2.39,8.49,-7.60,0.00,0.06
-19.40,-8.05,-9.68,-19.12,-6.16,-6.51,-5.93,-5.03,-1.75,-6.23,0.65,-1.96,-0.52,-0.44,4.93,0.00,2.79,8.32,-6.98,0.00,0.80
-18.40,-7.14,-8.41,-18.27,-5.85,-5.99,-3.95,-8.99,0.23,-6.17,1.14,-2.02,1.29,-1.46,5.97,-0.05,3.14,7.96,-6.43,0.00,1.30
-17.19,-5.89,-7.33,-17.98,-5.33,-5.44,-2.72,-8.51,1.93,-5.53,1.79,-1.96,2.41,-1.48,6.41,-0.25,3.70,7.58,-6.22,0.00,1.82
-16.08,-5.10,-6.21,-18.18,-5.14,-5.33,-1.91,-4.95,2.79,-5.38,2.45,-2.37,3.07,-1.25,6.38,-0.60,4.95,7.53,-6.05,0.00,2.12
-15.25,-4.29,-5.73,-18.83,-4.65,-5.16,-2.17,-1.83,2.46,-5.48,2.58,-2.32,2.82,0.02,6.30,-0.08,5.98,8.46,-5.91,0.00,2.49
-14.37,-3.70,-5.14,-19.08,-4.34,-4.96,-2.69,-2.76,2.37,-6.23,2.61,-2.28,2.68,-0.02,6.16,-0.01,6.31,8.37,-5.68,0.00,2.67
-13.53,-3.37,-4.73,-18.33,-4.34,-4.89,-1.11,-5.40,3.17,-7.22,2.68,-2.51,4.23,-0.89,6.57,-0.44,7.01,8.20,-5.98,0.00,2.44
-12.88,-2.95,-3.71,-16.58,-4.23,-4.19,-0.27,-7.46,3.88,-7.12,2.74,-2.32,4.65,-1.24,6.42,-0.73,6.22,7.34,-5.64,0.00,1.75
-12.05,-2.18,-1.59,-14.88,-2.89,-3.53,0.66,-7.79,5.14,-6.27,2.68,-1.65,4.42,-1.28,6.20,-0.73,5.98,6.43,-5.22,0.00,1.54
-10.94,-1.58,-0.17,-12.87,-2.09,-2.62,2.77,-5.68,6.78,-4.72,3.00,-1.04,4.98,0.08,6.91,0.39,7.23,7.11,-4.92,0.00,2.17
-9.24,-0.27,0.76,-10.69,-0.79,-1.99,5.92,-1.64,8.43,-3.35,3.85,-0.66,6.49,2.17,7.60,1.87,8.40,8.08,-4.31,0.00,2.88
-8.38,1.31,1.82,-8.18,0.23,-1.45,9.46,-0.08,10.42,-1.89,5.01,-0.28,7.90,3.08,8.32,2.63,9.10,8.23,-4.10,0.00,3.48
-8.25,3.12,2.57,-6.47,0.24,-0.91,12.66,-1.23,12.04,-0.83,5.69,0.22,9.31,3.23,8.83,3.10,9.38,8.26,-3.90,0.00,4.04
-7.38,3.40,2.88,-5.97,-0.36,-0.48,13.89,-1.51,12.80,-0.15,5.84,0.50,9.35,3.15,8.01,3.01,8.14,7.65,-4.25,0.00,3.97
-6.29,2.44,3.34,-6.17,-0.72,-1.35,14.26,-0.15,12.64,-0.23,5.51,0.26,8.30,2.54,6.44,2.20,6.28,6.06,-4.75,0.00,3.07
-5.57,1.32,3.46,-6.20,-1.16,-2.98,14.77,1.74,12.43,-0.28,5.46,-0.24,7.74,2.19,5.49,1.69,5.08,4.80,-5.44,0.00,2.16
-7.64,-0.36,2.57,-6.67,-2.53,-4.39,14.80,5.09,12.16,-0.14,5.20,-0.63,6.99,1.51,4.93,1.48,3.79,3.83,-6.13,0.00,1.67
-12.24,-2.67,0.69,-7.34,-4.27,-5.25,13.98,7.92,12.20,-0.47,4.54,-0.86,6.93,0.38,4.91,0.62,3.62,3.00,-6.98,0.00,1.88
-15.26,-3.33,-0.77,-6.63,-5.18,-4.74,11.85,9.20,12.25,-0.64,3.74,-0.46,6.05,-0.21,5.10,-0.09,2.73,1.97,-7.29,0.00,1.90
-14.68,-1.68,-1.21,-5.56,-5.17,-3.16,9.99,7.08,12.74,-0.79,2.87,0.30,5.02,-0.20,4.42,-0.56,1.30,1.60,-6.79,0.00,0.86
-12.93,0.84,-1.44,-4.54,-4.95,-1.05,11.72,5.73,12.57,-0.87,2.36,0.93,4.52,-0.23,3.87,-0.51,-0.01,0.98,-5.65,0.00,0.15
-11.49,2.81,-1.52,-2.58,-4.22,1.24,14.42,6.14,11.73,-0.05,2.32,1.98,3.82,0.12,3.55,0.14,-1.95,-0.30,-4.39,0.00,-0.26
-10.44,3.47,-1.99,-1.63,-3.65,2.04,15.24,7.70,10.38,1.03,2.32,2.72,3.74,0.83,3.41,0.86,-2.40,-0.56,-3.72,0.00,-0.30
-10.27,4.04,-2.51,-4.17,-4.08,0.17,14.10,7.21,8.98,1.38,2.12,2.26,3.30,1.61,2.62,1.33,-3.03,-0.72,-3.78,0.00,-0.62
-10.80,3.01,-2.03,-7.18,-4.46,-1.80,12.32,4.78,7.67,0.86,1.83,1.90,1.49,1.90,1.68,1.12,-5.44,-1.58,-3.97,0.00,-1.15
-11.16,1.62,-1.35,-8.16,-4.25,-2.69,11.28,3.83,6.82,0.57,1.31,1.84,-0.36,1.45,1.12,0.42,-7.48,-2.41,-4.03,0.00,-1.43
-10.62,0.42,-1.09,-8.46,-3.83,-3.16,11.28,2.66,7.03,0.09,1.34,1.62,-0.20,0.18,1.47,-0.09,-7.54,-2.70,-3.90,0.00,-1.18
-10.73,-0.81,-1.87,-9.05,-4.46,-3.37,10.59,1.44,6.54,-0.49,1.48,1.12,0.19,0.40,1.79,0.50,-6.74,-1.86,-4.63,0.00,-0.84
-12.11,-1.56,-3.82,-8.74,-5.44,-3.30,8.23,2.00,4.98,0.04,1.04,1.07,-1.22,1.21,1.43,1.14,-7.05,-1.16,-5.36,0.00,-0.71
-13.78,-1.96,-5.66,-8.10,-6.37,-2.82,6.54,4.32,3.62,1.36,0.78,1.14,-1.94,2.31,1.06,1.80,-6.59,0.00,-6.20,0.00,-0.30
-14.29,-2.78,-6.05,-7.45,-6.42,-2.36,6.91,8.40,3.11,2.84,0.97,1.76,-1.88,3.84,1.56,2.52,-5.65,1.32,-6.83,0.00,0.03
-15.40,-4.10,-6.73,-8.38,-7.38,-3.29,6.67,13.14,2.38,3.92,1.14,1.94,-2.02,4.98,1.75,2.56,-5.38,2.23,-7.51,0.00,0.17
-16.33,-4.37,-7.14,-9.10,-7.88,-3.79,6.39,14.14,1.87,4.32,1.65,2.06,-2.43,4.90,2.09,2.68,-5.09,2.86,-7.82,0.00,0.41
-18.16,-4.37,-7.78,-10.09,-8.73,-4.91,5.88,10.06,1.21,3.17,1.72,1.16,-3.18,2.90,1.80,1.68,-5.84,2.32,-8.17,0.00,0.10
-19.95,-4.98,-8.31,-11.80,-9.55,-6.48,4.78,2.99,0.51,0.65,1.45,0.03,-3.57,0.52,0.83,0.30,-5.83,1.86,-8.33,0.00,-0.32
-22.17,-6.18,-10.44,-13.49,-10.80,-8.23,2.59,-1.09,-1.20,-1.23,0.93,-0.38,-4.37,-0.22,0.07,-0.15,-5.57,2.46,-9.17,0.00,-0.59
-23.78,-8.38,-11.84,-14.90,-12.07,-10.11,0.96,-3.40,-2.49,-2.37,0.36,-0.56,-5.52,-0.33,-0.82,-0.07,-6.20,2.71,-10.18,0.00,-0.66
-24.92,-9.90,-12.27,-14.71,-12.75,-10.83,0.63,-5.39,-2.88,-2.67,0.02,-0.58,-5.61,0.67,-0.68,0.44,-5.96,3.86,-11.13,0.00,-0.24
-24.58,-9.01,-11.69,-12.04,-12.58,-9.58,1.45,-4.90,-1.96,-1.55,0.73,0.21,-3.87,1.70,0.44,1.33,-4.20,5.52,-11.15,0.00,0.75
-22.94,-6.31,-10.45,-7.98,-11.61,-7.11,1.35,-0.64,-1.23,0.92,0.82,1.18,-3.12,2.17,0.92,1.88,-3.47,6.20,-9.93,0.00,1.27
-21.53,-4.52,-10.05,-5.63,-11.20,-5.33,-0.15,3.07,-1.69,2.60,-0.02,1.77,-4.52,2.27,0.50,2.07,-3.67,6.07,-9.12,0.00,1.25
-19.85,-4.17,-9.64,-5.66,-10.89,-4.44,-0.89,2.37,-2.06,2.70,-1.01,2.02,-4.85,1.86,0.39,1.43,-3.03,5.76,-8.75,0.00,1.15
-18.66,-4.73,-9.06,-6.98,-10.77,-4.31,-0.65,2.46,-1.87,2.76,-1.06,2.38,-3.69,2.43,0.86,1.92,-1.47,7.18,-8.59,0.00,1.42
-17.80,-5.04,-8.36,-7.98,-10.70,-4.53,0.65,2.49,-1.51,3.22,-0.45,2.73,-1.77,3.44,1.98,3.05,0.56,9.02,-8.64,0.00,2.32
-17.29,-4.65,-8.60,-7.97,-10.76,-4.52,1.80,1.06,-0.92,3.73,-0.46,3.06,0.22,4.58,3.26,4.21,2.75,10.62,-8.58,0.00,2.78
-17.08,-3.69,-9.58,-7.44,-10.81,-3.92,2.04,-0.39,-0.67,3.95,-0.98,3.11,1.12,5.13,3.99,4.88,4.11,11.77,-7.98,0.00,2.51
-15.60,-2.49,-9.51,-7.30,-10.17,-3.23,1.88,-2.18,-0.13,3.42,-0.85,2.74,1.16,4.76,4.36,4.81,4.74,12.10,-6.79,0.00,2.06
-13.74,-2.10,-8.38,-6.90,-9.05,-2.77,1.53,-7.06,0.99,1.34,0.13,2.18,1.20,2.87,4.57,3.76,5.05,11.26,-5.60,0.00,1.30
-12.59,-3.49,-7.91,-8.58,-8.14,-3.24,1.50,-9.62,1.72,-0.78,1.13,1.31,1.56,2.40,5.11,3.61,5.78,11.35,-5.34,0.00,1.35
-12.39,-4.27,-8.13,-10.68,-8.04,-3.25,-0.17,-7.31,1.42,-1.29,1.54,0.83,1.29,3.01,5.71,3.85,6.51,11.73,-5.24,0.00,2.31
-13.17,-2.76,-8.33,-11.09,-7.66,-2.48,-1.25,-3.98,1.76,-0.82,1.81,0.90,1.49,3.65,6.31,4.21,7.04,12.23,-4.96,0.00,2.99
-14.63,-1.97,-8.06,-10.56,-7.13,-2.96,-1.39,-1.39,2.70,-0.71,1.80,0.64,1.42,3.30,6.44,3.63,6.88,12.28,-5.14,0.00,2.59
-15.69,-2.14,-7.75,-9.86,-6.79,-3.60,-0.15,2.31,3.74,0.07,1.85,0.38,2.08,3.47,6.74,2.93,7.12,13.25,-5.26,0.00,2.41
-14.74,-1.79,-7.35,-9.21,-6.18,-3.96,0.61,2.82,3.98,-0.38,1.86,-0.49,2.66,3.09,6.40,1.65,6.73,12.92,-5.02,0.00,1.52
-12.88,-1.42,-6.60,-8.81,-5.93,-4.22,1.69,1.75,4.31,-1.14,1.68,-1.20,3.60,1.82,5.81,0.25,6.48,11.97,-5.68,0.00,0.47
-11.61,-1.93,-5.50,-9.77,-6.13,-4.56,2.76,1.31,4.94,-1.42,1.75,-1.99,4.56,1.19,5.87,-0.37,6.54,11.36,-6.27,0.00,-0.13
-11.99,-2.67,-5.34,-9.62,-6.50,-4.68,3.66,2.31,5.86,-0.93,1.63,-1.66,4.85,2.20,6.06,0.30,7.14,11.64,-6.54,0.00,-0.02
-12.24,-2.43,-5.12,-7.55,-6.80,-4.15,6.23,1.27,7.51,-1.10,1.82,-1.05,6.42,2.89,6.99,0.85,8.62,12.63,-6.91,0.00,0.75
-10.97,-0.38,-3.98,-6.56,-6.28,-3.37,8.37,-0.76,9.16,-1.81,2.54,-1.26,7.26,0.15,7.18,-0.54,8.69,10.87,-6.34,0.00,1.04
-10.10,0.94,-3.54,-6.37,-6.38,-2.35,10.28,1.01,10.17,-0.66,2.73,-1.11,8.29,-0.52,7.54,-1.24,9.16,10.42,-5.76,0.00,1.73
-10.49,0.32,-3.32,-7.88,-7.25,-2.82,13.00,4.83,11.11,0.55,3.06,-1.49,10.26,1.67,8.16,-0.55,10.74,11.79,-6.35,0.00,2.59
-11.76,-0.75,-3.24,-9.62,-7.79,-4.77,16.11,8.23,12.04,1.21,3.78,-2.20,12.94,3.42,9.20,0.54,13.15,13.84,-7.37,0.00,3.92
-11.88,-1.28,-2.48,-9.79,-7.31,-5.58,18.09,9.18,12.14,0.87,3.98,-2.81,13.87,2.70,9.76,0.92,13.91,13.31,-7.59,0.00,4.44
-11.77,-1.97,-2.17,-9.22,-7.35,-5.41,20.09,8.10,12.39,0.40,4.10,-2.80,14.53,1.56,10.47,1.01,13.92,13.07,-7.74,0.00,4.34
-12.11,-2.31,-1.56,-7.80,-7.52,-4.58,22.99,8.32,13.94,0.70,4.62,-2.31,16.28,1.78,11.91,1.54,15.04,13.85,-8.01,0.00,4.98
-11.60,-1.54,-0.64,-5.62,-7.40,-3.23,24.50,8.41,15.21,1.71,5.50,-1.37,17.43,2.52,12.73,1.90,15.98,14.10,-7.86,0.00,5.64
-10.74,-0.85,-0.50,-4.28,-7.31,-2.18,24.87,8.13,15.69,2.24,5.54,-0.40,18.07,3.34,12.88,2.28,16.34,13.69,-7.42,0.00,5.85
-10.33,-0.81,-1.62,-3.34,-7.13,-2.07,22.41,8.30,14.85,2.60,4.65,-0.39,16.67,3.12,12.14,1.49,15.65,12.05,-7.14,0.00,5.28
-11.33,-1.23,-2.75,-3.31,-7.22,-2.39,19.77,8.80,13.14,2.60,3.85,-0.47,15.02,2.84,10.87,0.56,14.72,10.53,-7.06,0.00,4.85
-13.11,-1.45,-3.73,-4.51,-7.49,-2.63,18.67,8.40,12.34,1.67,2.74,-0.34,14.73,1.44,9.69,-0.34,13.24,8.39,-7.31,0.00,3.89
-13.83,-1.23,-3.66,-6.07,-7.27,-2.71,19.88,6.87,13.06,0.05,2.62,-0.84,15.30,-0.62,9.38,-1.35,12.40,6.35,-6.90,0.00,3.04
-14.00,-1.17,-3.34,-6.82,-6.57,-2.42,22.81,5.90,14.28,-0.41,2.99,-0.81,16.66,-1.44,10.27,-1.36,12.53,5.59,-6.30,0.00,2.76
-12.95,-0.09,-2.60,-5.76,-5.76,-1.37,23.82,5.94,15.04,0.78,3.19,-0.24,16.34,-1.12,10.35,-0.54,11.68,5.20,-5.57,0.00,2.89
-10.77,1.27,-1.65,-4.24,-5.48,0.24,21.71,7.37,14.61,2.09,2.93,0.41,14.68,-0.63,9.48,0.32,9.88,3.93,-4.59,0.00,2.52
-10.69,1.40,-2.08,-3.85,-6.54,0.87,18.87,8.21,13.32,2.65,1.37,0.50,12.08,-0.39,8.48,0.57,8.01,2.49,-4.89,0.00,1.73
-11.67,0.47,-2.72,-4.47,-7.95,0.58,20.22,8.21,13.74,3.00,0.26,0.43,12.60,0.10,8.71,0.70,7.59,2.36,-5.65,0.00,2.19
-13.31,-1.86,-2.75,-5.40,-9.42,-0.81,22.54,9.87,14.53,3.49,0.12,0.31,13.41,1.53,9.25,1.12,7.86,2.95,-6.69,0.00,3.12
-14.44,-3.97,-4.06,-4.44,-10.73,-1.60,23.37,12.07,14.10,5.06,0.09,0.94,14.27,2.86,9.67,2.35,8.41,4.76,-7.43,0.00,4.47
-14.41,-4.02,-5.77,-3.71,-11.18,-1.57,22.27,11.05,12.56,5.74,-0.40,1.43,13.54,1.78,9.08,2.73,7.37,4.77,-7.78,0.00,4.82
-14.83,-2.82,-7.51,-2.76,-11.37,-1.16,19.34,11.24,9.57,6.38,-1.34,2.02,11.75,1.66,7.92,2.63,5.77,5.15,-7.84,0.00,5.18
-15.51,-1.22,-9.04,-1.74,-11.87,-0.24,14.43,11.57,5.81,7.12,-2.43,3.00,9.22,2.78,6.58,2.75,4.36,5.54,-7.35,0.00,5.29
-17.09,-1.10,-11.43,-1.49,-13.10,-0.11,7.90,11.00,2.02,7.85,-3.81,3.27,5.47,3.71,4.76,3.00,2.46,5.47,-7.82,0.00,5.26
-19.87,-2.50,-14.82,-2.82,-15.15,-1.14,3.01,10.42,-1.10,7.42,-4.78,2.97,3.01,4.18,3.75,3.25,1.85,5.78,-9.19,0.00,5.33
-23.48,-5.84,-17.61,-4.95,-17.13,-2.63,1.82,7.35,-2.44,5.94,-4.98,3.00,3.16,3.76,3.73,3.39,2.85,6.00,-10.42,0.00,5.64
-25.10,-8.81,-17.96,-7.36,-17.39,-4.08,2.67,4.90,-2.03,4.77,-4.76,2.63,2.68,2.69,3.49,2.94,2.28,5.48,-10.88,0.00,5.54
-22.82,-9.49,-14.61,-8.41,-15.33,-5.19,5.43,4.20,0.08,4.38,-3.64,2.20,2.89,2.17,3.76,2.51,1.85,5.76,-10.50,0.00,4.96
-17.63,-7.37,-9.28,-6.76,-12.23,-5.41,7.70,3.23,2.81,4.30,-1.71,2.11,3.12,2.22,4.07,2.35,1.67,5.98,-9.37,0.00,3.94
-12.36,-3.75,-4.19,-5.70,-9.09,-5.16,9.79,2.45,5.47,4.03,0.38,1.42,3.80,2.55,4.47,1.94,2.64,6.26,-8.13,0.00,3.04
-9.93,-0.76,-0.98,-5.94,-7.00,-4.36,11.11,1.51,7.30,3.96,1.60,0.80,4.09,3.13,4.80,1.95,3.16,6.80,-6.81,0.00,2.93
-12.40,-1.93,-0.96,-7.77,-7.14,-4.91,11.09,-0.08,7.52,3.12,1.80,0.18,3.35,1.88,4.59,1.16,2.26,6.12,-7.34,0.00,2.85
-17.48,-6.46,-2.24,-9.30,-8.83,-5.87,9.92,-1.97,6.89,2.46,1.43,0.36,2.62,1.59,4.26,0.74,1.71,6.71,-9.37,0.00,3.01
-20.69,-10.52,-1.88,-12.61,-9.22,-7.94,8.82,-4.46,6.75,1.33,1.25,-0.35,2.07,1.89,4.30,0.63,1.86,7.30,-10.79,0.00,2.99
-17.57,-9.44,2.07,-14.24,-6.61,-8.86,8.97,-5.38,8.39,0.62,2.12,-1.30,1.76,1.20,4.36,0.05,1.05,6.11,-9.85,0.00,2.35
-13.45,-4.99,4.97,-13.42,-3.69,-7.82,9.34,-4.75,9.89,0.78,3.40,-1.48,2.36,0.53,4.52,-0.56,1.13,5.79,-7.89,0.00,2.55
-11.04,-1.81,5.92,-10.97,-1.90,-6.22,7.70,-3.23,9.07,0.98,3.47,-1.48,1.39,-0.31,3.80,-1.41,0.03,5.38,-6.03,0.00,2.74
-11.37,-2.52,4.45,-9.10,-1.53,-5.14,3.87,-0.60,6.26,1.57,2.47,-0.98,-1.16,-0.36,2.68,-1.75,-1.58,4.58,-4.40,0.00,2.63
-13.69,-5.50,1.84,-11.74,-2.23,-5.28,0.13,1.53,3.70,1.57,1.82,-0.62,-2.85,-0.17,2.37,-1.77,-1.90,4.24,-3.49,0.00,3.17
-16.43,-8.89,-0.58,-16.01,-3.29,-6.18,-4.45,2.28,1.41,0.39,0.69,-1.37,-4.79,-0.00,1.66,-2.18,-1.91,4.78,-3.72,0.00,3.00
-17.25,-10.12,-1.54,-17.33,-4.15,-6.45,-8.39,2.82,0.05,-0.77,-0.19,-1.97,-6.45,0.80,1.09,-2.25,-2.26,5.30,-4.20,0.00,2.23
-15.12,-8.29,-0.95,-15.51,-4.42,-6.03,-9.93,1.81,-0.14,-1.00,-0.63,-1.90,-7.00,0.56,0.58,-2.58,-2.20,4.65,-4.11,0.00,1.40
-12.30,-5.04,0.38,-13.79,-3.81,-5.72,-10.88,-0.42,0.07,-1.25,-0.82,-1.54,-7.93,-0.57,-0.16,-3.13,-2.45,3.31,-3.93,0.00,0.54
-10.45,-2.64,1.72,-13.41,-2.67,-5.73,-10.32,-0.63,0.66,-1.15,-0.37,-1.01,-7.62,-0.50,0.17,-3.11,-1.95,3.38,-3.88,0.00,0.54
-9.95,-2.07,2.19,-14.26,-1.98,-5.94,-9.39,-0.41,0.91,-2.02,0.25,-1.17,-7.29,-0.89,0.56,-3.35,-1.87,3.25,-4.31,0.00,0.83
-9.98,-2.45,1.93,-14.86,-2.07,-6.01,-10.12,-2.41,0.35,-3.32,0.47,-1.64,-7.97,-2.35,0.04,-3.96,-3.18,2.20,-4.11,0.00,0.47
-10.91,-2.94,0.76,-14.42,-2.76,-5.77,-10.88,-5.95,-0.45,-3.54,0.67,-1.34,-8.42,-3.48,0.20,-4.01,-4.16,1.60,-3.48,0.00,0.41
-12.06,-3.74,-0.44,-14.01,-3.76,-5.69,-9.84,-8.15,-1.22,-3.66,0.95,-1.04,-7.53,-3.57,0.50,-4.08,-4.31,1.45,-3.39,0.00,0.61
-11.97,-4.77,-0.64,-13.95,-4.01,-5.34,-7.44,-7.45,-0.51,-3.53,1.50,-0.90,-6.12,-3.35,1.16,-4.08,-3.48,1.84,-3.34,0.00,0.96
-12.00,-5.91,-0.97,-13.78,-4.74,-5.66,-3.83,-3.15,1.08,-2.99,2.05,-0.95,-4.45,-2.26,2.08,-3.86,-1.78,3.16,-3.70,0.00,1.77
-12.85,-6.04,-1.53,-13.78,-5.35,-6.46,-1.45,1.27,2.39,-2.91,2.06,-1.27,-3.43,-2.25,2.54,-4.18,-1.20,2.73,-4.16,0.00,2.14
-14.31,-5.37,-2.24,-14.40,-6.21,-6.78,-1.69,4.40,2.61,-3.53,1.82,-1.81,-4.01,-2.65,1.81,-5.24,-2.05,1.21,-4.41,0.00,1.14
-15.70,-4.64,-3.52,-15.53,-6.55,-6.67,-3.56,7.89,1.22,-3.44,0.95,-1.79,-4.83,-2.97,0.65,-5.89,-3.62,0.46,-4.75,0.00,0.02
